scholarship_program_name,promoter,funds,funds_in_rupiah,gpa,religion,major_study,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,low_income,background,total_awardee,essay,smp,sma,sarjana,fresh_graduate,education_level
Curry & C/O '22 Scholarship,Kimora Jane Curry,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Jared Ethan Trueba Memorial Scholarship,The Trueba Family,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Linda Hicks Memorial Scholarship,Calvin Hicks and Tanya Minor,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Nitro No-Essay Scholarship,Nitro College,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Niche No-Essay Scholarship,Niche,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
ScholarshipOwl No-Essay Scholarship,ScholarshipOwl,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,4,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
CollegeVine $2000 No-Essay Scholarship,CollegeVine,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Patrick B.Moore Memorial Scholarship,Friends and Family of Patrick B. Moore,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
CampusReel $2000 No-Essay Sweepstakes,CampusReel,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Diane Amendt Memorial Scholarship for the Arts,Swift,1000,13000000,0,Publik,Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Richard P. Mullen Memorial Scholarship,John Baptista,500,6500000,0,Publik,Engineering,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Craig Huffman Memorial Scholarship,Huffman Family,2000,26000000,0,Publik,Aviation,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
"Across Cultures ""Expand Your Horizons"" Scholarship",Ben Schneider,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Growing Up in the Family Restaurant Business Scholarship,The Lam-Wong,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
GojiCenter Animation Scholarship,GojiCenter,2000,26000000,0,Publik,Graphic Design/Animation/VFX,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Korean Men and Women Scholarship,Sihyeon Yu,500,6500000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Elevate Women in Technology Scholarship,Calvin Rosser,500,6500000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Elevate Mental Health Awareness Scholarship,Calvin Rosser,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Be the Change Essay Scholarship,Paris Dimick,1000,13000000,3.3,Publik,Any,TRUE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Sharen and Mila Kohute Scholarship,Kohute Family,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Al-Haj Abdallah R Abdallah Muslim Scholarship,Abdallah,1000,13000000,3.0,Islam,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Active in mosque,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
"Jason L. Berry ""Art Is Life!"" Scholarship",Roberta Berry,575,7475000,0,Publik,Art/Graphic Design,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
ScholarshipOwl No-Essay Scholarship,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Brown Skin Agenda Aesthetics & Cosmetology Scholarship,Vitality Institute,10000,130000000,0,Publik,Cosmetology/Esthetician,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Appalachian Region Vocational Scholarship,Daelyn Chaney,1000,13000000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Heroes in High School Resilience Scholarship,Anthony Tran,800,10400000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Cyrilla Olapeju Sanni Scholarship Fund,Cyrilla Olapeju Sanni Scholarship Fund,1000,13000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,African Imigrant,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
"Richard ""88 Fingers"" Turner Jr. Music Scholarship",Tiffanie Turner,1000,13000000,0,Publik,Music,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Cardel Love Scholarship,Waynika Hall,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
CEW IV Foundation Scholarship Program,Clyde E. Woodroffe IV Foundation,500,6500000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Judy Fowler Memorial Scholarship,Fowler Family,900,11700000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Jacob Naumann Memorial Scholarship,Naumann Family,1000,13000000,0,Publik,Music,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Creative Arts Scholarship,The Studio LLC,3000,39000000,0,Publik,Art,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Team Crosby Forever Veterinary Medicine Scholarship,Dennis Narlock,500,6500000,0,Publik,Veterinary Medicine,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Kelly O. Memorial Nursing Scholarship,Kate Smith,3500,45500000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
FocusIT's Women in IT Scholarship,focusIT,5000,65000000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Dark and Light Scholarship,Waynika Hall,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Bernard W. Creque III Scholarship,Creque,2500,32500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Fallen soldier family,5,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Dylan's Journey Memorial Scholarship,Dylan Prosser,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Learning disability,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Rose Browne Memorial Scholarship for Nursing,Marie Browne-Lileika & Meredith Jose,500,6500000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Joseph A. Venuti Marine Science & Conservation Scholarship,Boston Reefers Society,10000,130000000,0,Publik,Marine Science,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Boundless Scholarship,Griffin Furlong,2000,26000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Overcome adversity,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Maureen C. Pace Memorial Nursing Scholarship,The Pace Family,2000,26000000,3.0,Publik,Nursing,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Joshua A. Vaughn Memorial Scholarship,Jared Burton,500,6500000,0,Publik,Criminal Justice,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Wieland Nurse Application Scholarship,Wieland Healthcare,2500,32500000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
I Can Do Anything Scholarship,The Scholarship Collective,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Samuel D. Hartley Memorial Scholarship,Hartley Family,500,6500000,3.0,Publik,Sport Golf,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Johnna's Legacy Memorial Scholarship,Living Chronic Faith,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Experience chronic medical condition,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Academic Liberty & Free Speech Scholarship,Gregory Price,1500,19500000,0,Publik,Liberal Arts/Social Science/Humanities,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Justice Adolpho A. Birch Jr. Scholarship,John Ferguson III (Trey),5000,65000000,0,Publik,Law School,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Trever David Clark Memorial Scholarship,The Dawson-Clark Family,8750,113750000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Experience mental illness,6,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Stafford R. Ultsch Legacy Scholarship,Ultsch Family,1250,16250000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Suicide survivor/suicidal,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Texas Women Empowerment,Pruett Family,6000,78000000,3.0,Publik,Pre-law/Political Science/Public Health,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Endeavor Design Scholarship,Thom Gridley,1865,24245000,0,Publik,Design,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,FALSE,TRUE,FALSE,FALSE,SMA
Ruth Hazel Scruggs King Scholarship,Run With Me Inc,2000,26000000,3.0,Publik,Athlete,TRUE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering experience,4,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Vickie Drum Memorial Scholarship,David Cline,1500,19500000,3.0,Publik,Any,TRUE,Perempuan,FALSE,FALSE,FALSE,Single mother,FALSE,Female student with a child,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
International Studies Scholarship,Gregory Price,2500,32500000,0,Publik,International studies,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Mrs. Yvonne L. Moss Scholarship,Marcus and Veronica Lockhart,2500,32500000,0,Publik,South Oak Cliff High School,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Kate Szuberla Jauch Scholarship,Kathleen Gravelle,13540,176020000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Taylor Swift 1989 Scholarship,Bold,1989,25857000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Swiftie,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
La Santana Scholarship,Mango Street Dreaming,520,6760000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Immigrant,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Dr. Rajesh Aggarwal Scholarship for Scientific Studies,The Aggarwal Family,3000,39000000,3.0,Publik,Science,TRUE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-Income,3,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Frank W. Steward Memorial Scholarship,Dr. Franshea Vandross,500,6500000,3.0,Publik,Any,TRUE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Douglass M. Hamilton Memorial Scholarship,Michael Hamilton,15000,195000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Anthony McPherson Memorial Automotive Scholarship,Denese McPherson,1800,23400000,0,Publik,Automotive/Media Arts/Technology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
GIST College Sports Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Harvey and Geneva Mabry Second Time Around Scholarship,April Mabry,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,>= 30 years old/ Returning Student,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Macklin-McDowell Scholarship,Cheryl Berry,6200,80600000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Michigan State University student,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Humanize LLC Gives in Honor of Shirley Kelley Scholarship,Humanize LLC,600,7800000,0,Publik,Any,FALSE,Semua,TRUE,FALSE,FALSE,Orangtua wali,FALSE,Raised by guardian parent,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Gabriel Martin Memorial Annual Scholarship,Robbie and Ginger Martin,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Medical condition,5,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Hester Richardson Powell Memorial Service Scholarship,Angela R. Powell,2500,32500000,2.7,Publik,Any,TRUE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,5,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Integrity within Construction Scholarship,Renier Construction,2000,26000000,0,Publik,Construction,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Future of Service within the Automotive Industry Scholarship,Renier Construction,2000,26000000,0,Publik,Automotive industry-related,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Harry & Marry Sheaffer Scholarship,CM Global LLC,1000,13000000,2.8,Publik,Any,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Iftikhar Kamil Madni Science and Engineering Memorial Scholarship,Madni,1500,19500000,3.75,Publik,Engineering/Science,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Alief Imagine Good Apple Scholarship,Anuj,5531,71903000,2.5,Publik,Technology/Business,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
A Courageous Spirit No-Essay Scholarship,Calvin Rosser,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
A Daring Path No-Essay Scholarship,Calvin Rosser,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Isaac Yunhu Lee Memorial Arts Scholarship,Lee Family,25000,325000000,0,Publik,Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Godi Arts Scholarship,Mark Godi,1000,13000000,0,Publik,Arts-Music/Visual Arts/Theatre,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Four-year student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Cody Cochlin Memorial Scholarship,Jaedan Ford,1000,13000000,0,Publik,Rollerblading/Rollerskating/Snowboarding,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Rivera-Gulley First-Gen Scholarship Award,Rachel Gulley,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation/Four-year student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Ethan To Scholarship,Justin To & Ann Tran,2000,26000000,3.5,Publik,Psychology/Counseling,TRUE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,2,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Star Farm Scholarship for LGBTQ+ Students,Star Farm,7500,97500000,0,Publik,Any,FALSE,LGBTQ+,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
"Hilliard L. ""Tack"" Gibbs Jr. Memorial Scholarship",Bertha Gibbs,1000,13000000,0,Publik,Science/Math,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Mental Health Importance Scholarship,Pettable,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Our Destiny Our Future Scholarship,OUR DESTINY OUR FUTURE FOUNDATION,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,3,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Maverick Scholarship,Carter McKinney Family,2000,26000000,3.0,Publik,Business,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Howard University students,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
McDuffie Software Engineering Scholarship,McDuffie,2000,26000000,0,Publik,Computer Science,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Four-year student,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Dark Golden Memorial Scholarship,Shari Golden,950,12350000,3.0,Publik,Athlete,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Carole H. Beveridge Memorial Scholarship,Summer Cooke,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Working with animals,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Barbara Cain Literary Scholarship,Radtke Family,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Loves book,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Scholarship for Women Golfers,PrimePutt,1000,13000000,0,Publik,Golf,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Lost Dream Awaken Scholarship,Benjamin Bozworth,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,In recovery addiction,3,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Calvin C. Donelson Memorial Scholarship,Calvin C. Donelson Family,1000,13000000,0,Publik,Trade,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Henry Respert Alzheimer's and Dementia Awareness Scholarship,Shawn Respert,6000,78000000,0,Publik,Medical Reserach/Biomedical Science/Psychology/Neuroscience,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Charles Pulling Sr. Memorial Scholarship,Carrie Mochan,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Non-traditional student,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Eco-Warrior Scholarship,HeySunday,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Intrigue in sustainability,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
ALS Family Scholarship,ALS Family Scholarship,10000,130000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,ALS survivor,5,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Carl's Music Matters Scholarship,Carl Adams,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Must be an aspiring musician,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Mark Neiswander 110 Memorial Scholarship,The Neiswander Family,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Leadership experience/Volunteering,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
