scholarship_program_name,promoter,funds,funds_in_rupiah,gpa,religion,major_study,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,low_income,background,total_awardee,essay,smp,sma,sarjana,fresh_graduate,education_level
Colby R. Eggleston and Kyla Lee Entrepreneurship Award,Colby Eggleston,1000,13000000,0,Publik,Entrepreneurship/Business,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Will Johnson Scholarship,Open Doors TN,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Disability,4,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Jorian Kuran Harris (Shug) Helping Heart Foundation Scholarship,Carleen Junior,650,8450000,2.5,Publik,Entrepreneurship/Business,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Sara Jane Memorial Scholarship,Whitt Family,2000,26000000,0,Publik,Nursing,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Stacy T. Mosley Jr. Educational Scholarship,Stephen Mosley,1000,13000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,HBCU students,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
DV Awareness Scholarship in Memory,Melissa Gillispie,1000,13000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Environmental Kindness Scholarship,Melissa Myers,500,6500000,0,Publik,Environtmental studies,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
McClendon Leadership Award,Agodtis McClendon,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
John F. Puffer Sr. Smile Scholarship,Puffer Family,1000,13000000,2.8,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Exemplifies S.M.I.L.E,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Charles B. Barzelton Memorial Scholarship,Zennetta Brazelton,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Extracurricular activities,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
HBCU STEM Scholarship,Chrispin Rainford,5000,65000000,3.0,Publik,STEM,TRUE,Semua,FALSE,FALSE,TRUE,None,TRUE,Low-income/First-generation/HBCU students,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Julie Madison Memorial Art Scholarship,The Mills & Madison Family,1136,14768000,0,Publik,Arts/Design/Photography,FALSE,Semua,FALSE,FALSE,FALSE,Keluarga single parent,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
G.H. DePriest Memorial Scholarship,Booklt4Life Children's Book & Social Club,500,6500000,3.0,Publik,Education/Psychology,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Andrea Claire Matason Memorial Scholarship,The Matason Family,1000,13000000,0,Publik,Veterinary,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Lillian's & Ruby's Way Scholarship,Lillian's & Ruby's Way LLC,750,9750000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
I Can and I Will Scholarship,Kosmond Russell,1000,13000000,3.5,Publik,Any,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation/Extracurricular/Mental and Pyhsical disability,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Anastasiya Y. Hardie Women in Engineering Memorial Scholarship,Brian Hardie,500,6500000,0,Publik,Engineering,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Immigrant,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Lulu Scholarship for Music Vocation,Guin Records LLC,1100,14300000,0,Publik,Music,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Private (PVT) Henry Walker Minority Scholarship,Steven Franklin,1000,13000000,2.8,Publik,Any,TRUE,Semua,TRUE,TRUE,FALSE,None,FALSE,Volunteering/HBCU students,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Mad Grad Scholarship,MAD BOX Studios LLC,1000,13000000,3.0,Publik,Visual/Performing Arts,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Caleb G. Banegas Scholarship,Caleb Banegas,500,6500000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,Single mother,FALSE,Single mother,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Rose Ifebigh Memorial Scholarship,Adaora Ifebigh,1000,13000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Immigrant/Foreign students,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
M.R. Brooks Scholarship,Katya Bowen,1000,13000000,0,Publik,Any,FALSE,LGBTQ+,FALSE,FALSE,FALSE,Keluarga single parent,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Chadwick D. McNab Memorial Scholarship,DraughtLab LLC,1000,13000000,0,Publik,Computer Science/Technology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Zachary Scheppat Memorial Science Scholarship,Scheppat,5000,65000000,0,Publik,Physical Science/Biological Science/Medical Science/Science Education,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Tutoring/Science Clubs/Volunteering,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Pablo M. Ortiz Memorial Scholarship,Chelsie-Jean Fernandez,1000,13000000,0,Publik,Software Engineering/IT/Computer Science,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Major La-Goge W. Graham Memorial Scholarship,Graham Family,2500,32500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,JROTC/ROTC,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Minority Women in STEM Financial Need Scholarship,Donald Huschle,10000,130000000,0,Publik,STEM,FALSE,Perempuan,TRUE,FALSE,FALSE,None,FALSE,University of Texas students,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Johnson Dale Women's Empowerment Scholarship,Johnson,1000,13000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Connie Konatsotis Scholarship,Connie Konatsotis Scholarship Fund,2000,26000000,0,Publik,STEAM,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Hackworth-Rhodes STEM Scholarship,NEKIA HACKWORTH,500,6500000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Maxwell Tuan Nguyen Memorial Scholarship,Nguyen,1000,13000000,0,Publik,Medical,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Pheonix Opportunity Award,Long John Nguyen,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,TRUE,Low-income/First-generation,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Writer for Life Scholarship,KEITH ARNOLD,1000,13000000,0,Publik,Journalism,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Justin Moeller Memorial Scholarship,WorkStream Technology,1000,13000000,0,Publik,Information Technology,FALSE,Semua,TRUE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Olympians Academy Leadership Wings Scholarship,The Olympians Academy LLC,3000,39000000,3.0,Publik,Business/Information Systems/Health Administration/Organizational Leadership,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Ron & Janell Lunan Black Girls in STEM Scholarship,Ron & Janell Lunan,1000,13000000,0,Publik,STEM,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Future of Aviation Scholarship,Thomas Mannion,2500,32500000,0,Publik,Aviation/Piloting,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Headbang For Science,Headbang For Science,33000,429000000,3.0,Publik,Healthcare/Physical Science,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Intrested in heavy Metal music,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ella Hall-Dillon Scholarship,Letta Belle,3470,45110000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation/Second-generation,3,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Rosalie A. DuPont (Young) Nursing Scholarship,Antonia Maria Casino and Antonio DuPont,1250,16250000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
"Gladys Ruth Legacy ""Service"" Memorial Scholarship",Angela King,1000,13000000,2.5,Publik,Any,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation/Community service five years,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Best Christian Colleges No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Lori Nethaway Memorial Scholarship,Stacey Sprenkel,1230,15990000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Harry D Thompson Memorial Scholarship,Thomson,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
"""Equal Opportunity"" Scholarship",Calvin Rosser,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Operation 11 Tyler Schaeffer Memorial Scholarship,Campbell,3000,39000000,0,Publik,Social Work/Criminal Justice,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Jorge A. Quizhpi Memorial Scholarship,Daisy Mogrovejo,500,6500000,3.2,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Speak English and Spanish,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Elijah's Helping Hand Scholarship Award,Sheehan,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Rita A. Clark Future Educator Award,Lynn Clark,550,7150000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Skip Veeder Memorial Scholarship,Veeder Tree Farm,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering/Sports,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
FLIK Hospitality Group's Entrepreneurial Council Scholarship,Flik Hospitality Group,20000,260000000,2.7,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interested in Culinary Arts/Hospitality/Marketing/Finance/Nutrition,4,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Xavier M. Monroe Heart of Gold Memorial Scholarship,Delta Beta Psi Sorority Inc,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Veterans Writing Group of San Diego Ernie Pyle Award,Veterans' Writing Group of San Diego Country,1000,13000000,2.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Veteran/Active Military,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Denise K. Emberton Memorial Scholarship,Gary Emberton,2000,26000000,3.5,Publik,Special Education,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Teaching low-incidence/Autistic students,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
831 Legacy Scholarship,Niko Ivanov,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Wellness Warriors Scholarship,Enso,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Career Search Scholarship,Realign Inc,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Mighty Memorial Scholarship,Chynenye Okonkwo,1000,13000000,2.8,Publik,Nursing,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
William Griggs Memorial Scholarship for Science and Math,William Griggs,2500,32500000,0,Publik,Science/Math,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Brandon Tyler Castinado Memorial Scholarship,Timothy Hunter,3500,45500000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Mark A. Jefferson Teaching Scholarship,Mark Jefferson,2000,26000000,2.8,Publik,Any,TRUE,Laki-laki,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Pool Family LGBT+ Scholarship,Pool Family,2500,32500000,0,Publik,Any,FALSE,LGBTQ+,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Reach For Your Future Scholarship,Dawn Sabados,1500,19500000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,TRUE,Low-income,3,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
STAR Scholarship - Students Taking Alternative Routes,Marie Duran,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Non-traditional student,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Joieful Connections Scholarship,Joieful Connections,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Development or intellectual disability,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Jean Antoine Joas Scholarship,Jessica Joas,1150,14950000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Lost a loved one,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Koehler Family Trades and Engineering Scholarship,Koehler Family,500,6500000,0,Publik,Engineering/Trades,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Megan Springsteel Memorial Cosmetology Scholarship,Springsteel,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interested in cosmetology,2,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
LGBTQIA+ in Advancing Tech & Data Science Scholarship,Amanda Blake,5020,65260000,0,Publik,Data Science/Technology/STEM/Coding,FALSE,LGBTQIA+,FALSE,FALSE,TRUE,None,TRUE,First-generation/Low-income,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Dona Lupita Immigrant Scholarship,Masten-Villanueva,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,Keluarga single mother,FALSE,Immigrant single mother related,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Graffiti Arts Scholarship,Mural Art & Consulting,5000,65000000,0,Publik,Fine Arts/Business,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Frederick J. Salone Memorial Scholarship,Salone,500,6500000,0,Publik,Wrestling,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Novitas Diverse Voices Scholarship,Novitas Communication Inc,1000,13000000,0,Publik,Public Relations.Communications,FALSE,LGBTQIA+,FALSE,FALSE,TRUE,None,TRUE,First-generation/Low-income,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Noble E. Gagucas Nursing Scholarship,Gagucas,1000,13000000,0,Publik,Nursing,FALSE,Semua,TRUE,TRUE,TRUE,None,FALSE,First-generation/Volunteering,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Tam and Betsy Vannoy Memorial Scholarship,Nancy Totten,3500,45500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Female Startup Club Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
SSG Adrian Valdez Jr. Memorial Scholarship,Valdez Family,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,JROTC/ROTC/Military Service,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Matthew J. Kauffman Memorial Scholarship,Kauffman Family,1000,13000000,0,Publik,Healthcare,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Szilak Family Honorary Scholarship,Szilak Family,500,6500000,0,Publik,Affected by cancer,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Anderson Women's Rugby Scholarship,Heather Anderson,1000,13000000,0,Publik,Rugby,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Deborah Thomas Scholarship Award,27Strong,500,6500000,0,Publik,Business/Medicine/Computer Science/Art,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Eunice Richardson Scholarship for Girls,Richardson Family,500,6500000,2.5,Publik,Any,TRUE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Kenyada Me'Chon Thomas Legacy Scholarship,Cermonia Thomas,2000,26000000,2.5,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Ranger Rise Scholarship,Ranger Liquor Mart & Bar,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,University of Wyoming student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Sean Allen Memorial Scholarship,Peter Chang,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interested in climbing,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Summer Chester Memorial Scholarship,Keishanae Williams,900,11700000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Klein Forest High School student,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Emma Jean Ridley Memorial Scholarship,Beacons of Promise LLC,1000,13000000,3.0,Publik,Medicine/Medical,TRUE,Semua,FALSE,FALSE,TRUE,None,TRUE,First-generation/Low-income,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Terry Masters Memorial Scholarship,Masters Family,1500,19500000,0,Publik,Fine Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Dr. Jade Education Scholarship,The Dr Jade Brand LLC,500,6500000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Currently working full-time,2,TRUE,FALSE,FALSE,FALSE,TRUE,Fresh graduate
Cariloop's Caregiver Scholarship,Cariloop,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income/Caregiver,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Youth Equine Service Scholarship,Cathy Thacker,1150,14950000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering/Loves working with horses,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Lidia M. Wallace Memorial Scholarship,Wallace Family,500,6500000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Kevin R. Mabee Memorial Scholarship,Laurie Conrad,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interested in dietician/Studying nutrition or health science,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Wild Scholarship,Wildxyz Inc,1000,13000000,0,Publik,Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ron Johnston Student Athlete Scholarship,Johnston Family,2100,27300000,0,Publik,Athletics,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Dan Leahy Scholarship Fund,Dan Leahy Scholarship Fund,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Extracurricular speech and debate/Mock Trial,3,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Reviewing,The Donald A. Baker Foundation,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Laura Thorne Memorial Scholarship,Shelley Roderick,2000,26000000,0,Publik,Special Education,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering/Affected by cancer,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
