scholarship_program_name,promoter,funds,funds_in_rupiah,gpa,religion,major_study,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,low_income,background,total_awardee,essay,smp,sma,sarjana,fresh_graduate,education_level
Rebecca Hunter Memorial Scholarship,Ryan Lester,1150,14950000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,Anak single parent,FALSE,Single parent child,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Eitel Scholarship,Danielle Eitel,500,6500000,3.0,Publik,Any,TRUE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Attending baptist college,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Charity's Alumnus Erudition Award,Charity's Haven LLC,500,6500000,2.5,Publik,Healthcare,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Big Heart Scholarship,Gentile Family,9170,119210000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Bethel Park High School student,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Trudgers Fund,C.Louis Gable,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Addiction struggles/Currently sober,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Kristie's Kids - Loving Arms Around Those Impacted by Cancer Scholarship,McFarling,5000,65000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Affected by cancer,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Audrey Sherrill & Michael D'Ambrisi Music Scholarship,The Sherrill Family and Friends,10000,130000000,3.0,Publik,Music performance/Jazz studies/Music education/Music therapy,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Your Health Journey Scholarship,Thrive,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Sports Lover Scholarship,Thrive,500,6500000,0,Publik,Athletics/Sports related,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Mind Body & Soul Scholarship,Thrive,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Healthy Eating Scholarship,Thrive,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Learner Math Lover Scholarship,Learner,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interested in math,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Learner Geometry Scholarship,Learner,500,6500000,0,Publik,Mathematics,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Learner No-Essay SAT Tutoring Scholarship,Learner,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Learner.com Algebra Scholarship,Learner,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Learner Calculus Scholarship,Learner,500,6500000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Informed Consumer Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Overcoming Adversity - Jack Terry Memorial Scholarship,Strans and Terry Family,6000,78000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Tony Alviani Memorial Scholarship,Alviani Family,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Grace Lynn Ross Memorial Scholarship,Michelle Ross,500,6500000,0,Publik,Criminal Justice/Child Psychology/Grief Counseling,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Walters Foster Care Scholarship,Walters Family,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,In foster care,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Richard Neumann Scholarship,Neumann,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Maggie's Way-International Woman's Scholarship,David Gaskill,5000,65000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,International student,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Vincent U. Cornwall Legacy Scholarship,Jason Prime,500,6500000,0,Publik,Economics/Finance/Accounting,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
LoCasale Family and Friends,Perla Acevedo,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
David G. Sutton Memorial Scholarship,Stacy Mensch,500,6500000,0,Publik,Athlete,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Mendez-Olvera Medicine and Public Health Scholarship,Mendez-Olvera,2000,26000000,3.6,Publik,Medicine/Public Health,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Scorenavigator Financial Literacy Scholarship,ScoreNavigator Inc,5000,65000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,5,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Kozakov Foundation Fellowship for Creatives,Kozakov Foundation,5135,66755000,0,Publik,Acting in Theater or Film,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Goodnewsletter Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Carla M. Champagne Memorial Scholarship,Champagne,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
"Brent Haines ""Make it Happen"" Scholarship",Haines Family,4000,52000000,2.5,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,San Diego State University student,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Life-Changing Concepts Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Hulede Collegiate Golf Scholarship,John C. Hulede,10000,130000000,3.0,Publik,Golf,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,5,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Josephine E. Sloane Scholarship for Legal Studies,Sloane Law LLC,500,6500000,3.0,Publik,Law,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Sean Carroll's Mindscape Big Picture Scholarship,Sean Carroll's Mindscape,10000,130000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
TBC Academic Scholarship,Tiara Cosby,500,6500000,0,Publik,Arts,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
GTF Book Scholarship,The Gregory D. Tucker Foundation,500,6500000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,HBCU student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Opportunity for Our People Scholarship,Coops Corner,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,HBCU student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Albright Carter Campbell Ohana Scholarship for Academic Excellence,George Albright,12200,158600000,0,Publik,Education/Law,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,3,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
SmartAsset College SamrtStart Personal Finance Scholarship,SmartAsset,5000,65000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Margot Pickering Aspiring Attorney Scholarship,Margot Marie Pickering Bogner Memorial Scholarship Fund,2500,32500000,3.0,Publik,Law,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,KSU student,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Margot Bogner Memorial Scholarship,Margot Marie Pickering Bogner Memorial Scholarship Fund,2500,32500000,3.5,Publik,Any,TRUE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Community service 8 hours/Kansas State University student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Eduardo Uvaldo Memorial Scholarship,Uvaldo,1000,13000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Lost a loved one,2,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Book Lovers Scholarship,Calvin Rosser,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Loves books,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Veterans Next Generation Scholarship,Richard and Stephanie Younkins,1500,19500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Child of a veteran,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
James Gabriel Memorial Scholarship,McCormack,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Survived a congenital heart defect,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Joey Anderson Dance & Theater Scholarship,Emma Bradley,2100,27300000,0,Publik,Dance/Theater,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Deborah Stevens Pediatric Nursing Scholarship,Deborah Stevens,3000,39000000,0,Publik,Pediatric Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
John Traxler Theatre Scholarship,Traxler Family,800,10400000,0,Publik,Fine Arts/Theater,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Organic Formula Shop Single Parent Scholarship,Organic Formula Shop,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,Anak single parent,FALSE,Child of single parent,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
"""A Bold Life"" No-Essay Scholarship",Calvin Rosser,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Jimmy Cardenas Community Leader Scholarship,Cardenas Family,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Community Service,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Charles Cheesman's Student Debt Reduction Scholarship,Cheesman Family,23000,299000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation/Has student loan debt,4,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
James R. Schaaf Civil Engineering Scholarship,Floodplain Management Association,10500,136500000,0,Publik,Civil Engineering,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
HM Family Scholarship,HM Family Scholarship,1000,13000000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
TJ Crowson Memorial Scholarship,The Crowson Family,3000,39000000,0,Publik,Law,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Alice and Gary Barthell Scholarship,Barthell Foundation Inc,2500,32500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Junior ROTC,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Stephan L. Daniels Lift As We Climb Scholarship,Stephen Daniels,5000,65000000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Alex D. Sharpless II Memorial Scholarship,Jenny Sharpless,1500,19500000,0,Publik,Business/Accounting/Information Technology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
FMA College Scholarship,Floodplain Management Association,10000,130000000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Williams Foundation Trailblazer Scholarship,Williams Foundation,1000,13000000,2.5,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Alkenyatta Al Wilson Scholarship,JACOPRI INC,750,9750000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Bethune-Cookman University student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
"She Rose Initiative's ""More Than a Conqueror"" Scholarship",She Rose Initiative,500,6500000,3.0,Publik,STEM/Healthcare/Health/Public Health/Medicine,TRUE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Diagnosed with a systemic autoimmune disease,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Young Women in STEM Scholarship,Stephanie Hagopian,15000,195000000,0,Publik,STEM,FALSE,Perempuan,FALSE,FALSE,FALSE,None,TRUE,Low-income,3,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Curiosity Chronicle Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Dema Dimbaya Humanitarianism and Disaster Relief Scholarship,Dema Dimbaya,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Community Service,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
To The Moon Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Jerrye Chesnes Memorial Scholarship,Chesnes,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Parent/Returning to school,2,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Chris Ford Scholarship,Chris Ford,10000,130000000,3.0,Publik,Business,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,4,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Students Impacted by Incarceration Scholarship,Rishi Malhotra,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Affected by incarceration,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Lauren Czebatul Scholarship,Nick Scheller,3700,48100000,3.0,Publik,Any,TRUE,Semua,FALSE,TRUE,FALSE,None,TRUE,Low-income/Sport Extracurricular/Volunteering,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Patricia Ann Whelan Memorial Scholarship,Whelan Family,500,6500000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Marrywood University student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
For What It's Worth Scholarship,Bold,1000,13000000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ruebenna Greenfield Flack Scholarship,Enya Flack,2300,29900000,0,Publik,Education,FALSE,Perempuan,TRUE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Yvela Michele Memorial Scholarship for Resilient Single Parents,American Notary & Signing Services,1000,13000000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,Keluarga single parent,FALSE,Single parent related,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ruthie Brown Scholarship,Lee Porscha Moore,5000,65000000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Adult learner/Non-traditional student/disability student/full or part-timer,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
King Jay Foundation Scholarship,Brittany Murry,500,6500000,3.5,Publik,Education,TRUE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Fuerza Y Ganas Scholarship,Estanislao,1500,19500000,0,Publik,Medicine,FALSE,Perempuan,FALSE,FALSE,TRUE,None,FALSE,First-generation,3,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Jacob Daniel Dumas Memorial Jewish Scholarship,Dumas,3000,39000000,0,Kristen,STEM,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Nitro Pay For College No-Essay Scholarship,Bold,10000,130000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Forget Your Student Debt No-Essay Grant,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
500 Bold Points No-Essay Scholarship,Bold,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Be Bold No-Essay Scholarship,Bold,25046,325598000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Conscious Consumer Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
1000 Bold Points No-Essay Scholarship,Bold,10000,130000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Bold No-Essay Community Scholarship,Bold,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Bold No-Essay Top Friend Scholarship,Bold,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
400 Bold Points No-Essay Scholarship,Bold,4000,52000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
300 Bold Points No-Essay Scholarship,Bold,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
200 Bold Points No-Essay Scholarship,Bold,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
100 Bold Points No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
CollegeVine Dream School Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Daily Upside Business News Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,FALSE,FALSE,FALSE,TRUE,Fresh graduate
Micheal Passanita Memorial Scholarship,Beth,1000,13000000,0,Publik,Culinary Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,food service industry,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Gloria Stokes Memorial Scholarship,Jada Dumas,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Jeannine Schroeder Women in Public Service Memorial Scholarship,Andrea Beck,4000,52000000,0,Publik,STEAM/Public Service,FALSE,Perempuan,FALSE,TRUE,FALSE,None,FALSE,Volunteering,4,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Cade Reddington Be the Light Scholarship,Cade Reddington Memorial Fund,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Affected by substance use or addiction or mental health struggles,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Community Reinvestment Grant Pride Scholarship,The Atlanta Pride Committe Inc,2500,32500000,0,Publik,Any,FALSE,LGBTQ+,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Kristen McCartney Perseverance Scholarship,Kristen's Krew,4000,52000000,3.5,Publik,Any,TRUE,Perempuan,FALSE,TRUE,FALSE,None,FALSE,Volunteering,2,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Dr. Ifeoma Ezebuiro Ezeobele Africans in Nursing Scholarship,Ezebuiro,1000,13000000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Andrea M Taylor Future Doctors Scholarship,Ajeenah Crittendon,500,6500000,0,Publik,Medicine,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
