scholarship_program_name,promoter,funds,funds_in_rupiah,gpa,religion,major_study,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,low_income,background,total_awardee,essay,smp,sma,sarjana,fresh_graduate,education_level
Alma J. Grubbs Education Scholarship,Serenia Beckton,500,6500000,0,Publik,Education/Teaching,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Filipino-American Scholarship,Lee Cortez,1500,19500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Community service experience,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Keep Going Forward No Essay Scholarship,Ben Schneider,1500,19500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ventana Ocean Conservation Scholarship,Ventana Surfboards & Supplies,3300,42900000,0,Publik,Ocean Conservation/Marine Science/Environtmental Science/Marine Biology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Mohamed Magdi Taha Memorial Scholarship,Taha Family,6000,78000000,0,Publik,STEAM/Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Trees for Tuition Scholarship Fund,Trees for Tuition,24000,312000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,12,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Jacques Borges Memorial Scholarship,MONA LISA LYSINGER,4964,64532000,0,Publik,Civil Engineering,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Dylan James Miller Memorial Scholarship,Kim Miller,500,6500000,0,Publik,Automotive,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Refind - Get Smarter Every Day Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Best Catholic Colleges No-Essay Scholarship,Bold,1000,13000000,0,Katolik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Best Faith-Based Colleges No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Matt Preziose Creative Scholarship,Gisela Delgado,1000,13000000,0,Publik,Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Ojeda Multi-County Youth Scholarship,Geanette Rodriguez-Ojeda,1000,13000000,2.9,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
D'Andre J. Brown Memorial Scholarship,Cindy Brown,4355,56615000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Lieba's Legacy Scholarship,Joran Family,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Academic Merit/Nurturing social-emotional wellbeing and gifted children,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Huddle Up Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Front Office Sports Scholarship,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Margalie Jean-Baptiste Scholarship,Patrick Barron,1000,13000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,TRUE,None,TRUE,First-generation/Low-income,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Chang Heaton Scholarship for Music Excellence,Melody Heaton,2500,32500000,0,Publik,Music/Theater,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,5,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
WayUp Dream Job No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Graduate between 2020-2026,1,FALSE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Taylor Ibarrondo Memorial Scholarship,Ibarrondo Family,2266,29458000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Demonstrated interest in civic engagement,2,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
ESPDaniella Debt Grant,Carlynn Greene,4500,58500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Has student debt,3,FALSE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Dashanna K. McNeil Memorial Scholarship,Dashanna K McNeil Memorial Scholarship,1220,15860000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Dollar Isn't Everything Scholarship,Ben Schneider,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
The GIST Women's Sports Business Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Cappex Adult Learners Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Non-traditional students,2,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Survey Junkie Brand Influencer No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Cappex No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
CollegeXpress No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Catholic Colleges No-Essay Scholarship,Bold,1000,13000000,0,Katolik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Going Merry Multiple No-Essay Scholarship in One Scholarship,Going Merry,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Learner Education Women in Mathematics Scholarship,Learner,1000,13000000,0,Publik,Math,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
GIST Sports Media No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ukrainian Women in STEM,Anonymous Donor,20000,260000000,0,Publik,STEM,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,Ukranian Nationality,4,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Ethel Hayes Destigmatization of Mental Health Scholarship,Dr.Terence O. Hayes Sr,11200,145600000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Average Joe Financial News Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Wondermind Mental Fitness No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Scott McLam Memorial Scholarship,John Gerli,6000,78000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Playing Lacrosse sport,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Niche College No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Science for Life Biology and Health Science No-Essay Scholarship,Bold,1000,13000000,0,Publik,Biology/Health Science,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
A Bold Mind Psychology No-Essay Scholarship,Bold,1000,13000000,0,Publik,Psychology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Faith-Based Colleges No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Milk Road Crypto and Web3 No-Essay Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Hannah's Community Foster Care Forward Scholarship,Hannah Pfister,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Currently in or have aged out of the foster care system,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Kim Moon Bae Underrepresented Students Scholarship,John Kim,1000,13000000,0,Publik,Any,FALSE,Semua,TRUE,FALSE,FALSE,None,FALSE,Underrepresented minority,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Dreamer's Midpoint Scholarship,Dreamer's Midpoint,500,6500000,2.5,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Non US citizen,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Hector L. Minott Sr. Future Doctor Scholarship,Anonymous,1000,13000000,0,Publik,Health Science,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
ESOF Academic Scholarship,ESOF,1000,13000000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,HBCU student,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Kahoot Live Scholarship,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Corrick Family First-Gen Scholarship,Corrick Family,1500,19500000,0,Publik,STEM,FALSE,Semua,FALSE,FALSE,TRUE,None,FALSE,First-generation,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Social Change Fund United Scholarship,The Social Change Fund United,15000,195000000,0,Publik,Mental Health,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Solomon Vann Memorial Scholarship,Juanita Inman-Vann,1000,13000000,3.0,Publik,Business/Computers/Engineering/Music/Psychology,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Mental illness experience,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Scholly No-Essay Scholarship,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
CampusReel No-Essay Scholarship,Bold,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
AI Innovators Undergraduate Scholarship,CommandBar,2000,26000000,0,Publik,Artificial Intelligent,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Youssef University's Muslim Scholarship Fund,Youssef Hasweh,1500,19500000,3.0,Islam,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Ed and Flora Pellegri Scholarship,Edward Pellegri,5000,65000000,0,Publik,Law Enforcement/Nursing/Teaching,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Robert F. Lawson Fund for Careers that Care,Lance Lawson,500,6500000,0,Publik,Healthcare/Social Work/Government/Education,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Walking in Authority International Ministry Scholarship,Walking in Authority Internation Ministry,650,8450000,2.5,Publik,Any,TRUE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Andrea Claire Matason Memorial Scholarship,The Matason Family,1000,13000000,0,Publik,Veterinary,FALSE,Semua,FALSE,TRUE,FALSE,None,FALSE,Volunteering at animal shelter or rescue group,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Medford Volunteer Ambulance Aspiring Healthcare Hero's Scholarship,Medford Volunteer Ambulance Inc,3000,39000000,0,Publik,Healthcare,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,5,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Dynamic Edge Women in STEM Scholarship,Dynamic Edge Inc,4000,52000000,0,Publik,STEM-related,FALSE,Perempuan,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Future of Aviation Scholarship,Thomas Mannion,2500,32500000,0,Publik,Aviation/Piloting,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Rita A. Clark Future Educator Award,Lynn Clark,550,7150000,0,Publik,Education,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Mattie's Way Memorial Scholarship,Wilmoth Family,1000,13000000,0,Publik,Psychology/Counseling,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
HRCap Next-Gen Leadership Scholarship,HRCap Inc,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,AAPI student,6,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
JDT Ventures Scholarship Fund,We Clean and Azcany Brand,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,International citizen/Low-income,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Edward Feliciano Mentoring Nurse Anesthesia Scholarship,Gibson CRNA A Nursing Anesthesia Corporation,1000,13000000,0,Publik,Nursing Anesthesia,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Passionate about mentoring or motivating others,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Net Impact Berkeley Social Impact Scholarship,Net Impact Berkeley,3000,39000000,0,Publik,Any,FALSE,Semua,TRUE,FALSE,TRUE,None,FALSE,First-generation/Underrepresented minority,3,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Andrew Perez Mental Illness/Suicidal Awareness Education Scholarship,Jesus Perez,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Jake Thomas Williams Memorial Scholarship,Williams Family,2750,35750000,0,Publik,Social work/Therapy/Psychology,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Jailyn Tamia Scholarship,JAILYNTAMIA Headquarters,2000,26000000,3.0,Publik,Business,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,Plan to begin a business or become an entrepreneur,2,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Kyle Rairdan Memorial Aviation Scholarship,Rairdan,4000,52000000,0,Publik,Aviation,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Community involvement,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
DK Memorial Sports Broadcasting Scholarship,Friends of DK,2500,32500000,0,Publik,Sports Broadcasting/Sports Journalism,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,TRUE,Sarjana-Fresh graduate
Martha Galvez Memorial Scholarship,Cassie Galvez,1000,13000000,0,Publik,Nursing,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Awarded,Tyra-Ochoa Family,5000,65000000,0,Publik,Art/Music/Education/Healthcare,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Sammy Ochoa Memorial Scholarship,Tyra-Ochoa Family,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Ohio Soccer Moms and Dads Scholarship,Soccer Moms and Dads LLC,500,6500000,0,Publik,Soccer,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Plays varsity for college or university team,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Advantech Intelligent Planet Scholarship,Advantech,10000,130000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,4,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Donovan Ghimenti Legacy Scholarship,Ghimenti Family,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Affected by mental health issues or drug abuse,5,TRUE,TRUE,TRUE,TRUE,FALSE,SMP-SMA-Sarjana
Short Squees Wall Street Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Alan Perlow Scholarship,Perlow,806,10478000,0,Kristen,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
G.A. Johnston Memorial Scholarship,Johnston Family,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Interest in watercolor painting,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Cleadieais and Dianna Memorial Scholarship,Eric Alston,650,8450000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Delories Thompson Scholarship,Marcus Thomas,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,HBCU student,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Stephen LeCornu Routh Memorial Scholarship,Anonymous,5000,65000000,0,Publik,Engineering,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Maverick Grill and Saloon Scholarship,Maverick Grill and Saloon,3000,39000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,2,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Kiaan Patel Scholarship,Neel Patel,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Pursuing higher education,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Tom LoCasale Developing Character Through Golf Scholarship,LoCasale Family and Friend,2000,26000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Plays golf,2,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Aunty Geri Kuhia Tribute Scholarship,Sandwich Islands Network Inc,3000,39000000,0,Publik,Performing Arts,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,3,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Non-Obvious Insight Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Big Picture Scholarship,Cynthia Ho,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Strength in Neurodiversity Scholarship,Alyssa Douglass,1100,14300000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Diagnosed or Suspected with a learning disability,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Project Pride of NJ Scholarship,Francesca Stella & donors,1490,19370000,0,Publik,Any,FALSE,LGBTQ+,FALSE,FALSE,FALSE,None,FALSE,Community service,1,TRUE,FALSE,TRUE,TRUE,FALSE,SMA-Sarjana
Johnnie M. Parris Public Service Scholarship,Johnnie M. Parris Foundation,1000,13000000,2.5,Publik,Education/Political Science/Social Justice/Law,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Cheddar News Need2Know Scholarship,Bold,1000,13000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,FALSE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Adam Montes Pride Scholarship,Partridge,1000,13000000,0,Publik,Any,FALSE,LGBTQ+,TRUE,FALSE,TRUE,None,FALSE,First-generation,2,TRUE,TRUE,TRUE,TRUE,TRUE,SMP-SMA-Sarjana-Fresh graduate
Adrin Ohaekwe Memorial Scholarship,Naomi Davide,1000,13000000,0,Publik,Any,FALSE,Laki-laki,FALSE,FALSE,FALSE,None,FALSE,Chess as hobbies,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
North Star Dreamers Memorial Scholarship,Spring Piatek,5000,65000000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,Career in science or invention or entrepreneurship,1,TRUE,TRUE,TRUE,FALSE,FALSE,SMP-SMA
Jerome D. Carr Memorial Scholarship for Overcoming Adversity,Matthew Brick,500,6500000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,FALSE,TRUE,FALSE,Sarjana
Ubuntu Scholarship,Melissa Sandoval,500,6500000,3.0,Publik,Any,TRUE,Semua,FALSE,FALSE,FALSE,None,FALSE,None,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
Carolyn Hawkins Memorial Scholarship,Joye Ashby Sherri Leimer Jennifer Fields and Mary Martin,600,7800000,0,Publik,Any,FALSE,Semua,FALSE,FALSE,FALSE,None,TRUE,Low-income,1,TRUE,FALSE,TRUE,FALSE,FALSE,SMA
