scholarship_program_name,promoter,funds_in_rupiah,gpa,religion,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,total_awardee,essay,SMP-SMA,SMA,Sarjana,SMP-SMA-Sarjana,SMA-Sarjana,Sarjana-Fresh Graduate,Fresh Graduate,SMP-SMA-Sarjana-Fresh Graduate,education_level
Ethel Hayes Destigmatization of Mental Health Scholarship,Dr.Terence O. Hayes Sr,0.3393939393939394,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
Average Joe Financial News Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7
Wondermind Mental Fitness No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Scott McLam Memorial Scholarship,John Gerli,0.18181818181818182,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
Niche College No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Science for Life Biology and Health Science No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
A Bold Mind Psychology No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Faith-Based Colleges No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
Milk Road Crypto and Web3 No-Essay Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Hannah's Community Foster Care Forward Scholarship,Hannah Pfister,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Kim Moon Bae Underrepresented Students Scholarship,John Kim,0.030303030303030304,0.0,3,0,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Dreamer's Midpoint Scholarship,Dreamer's Midpoint,0.015151515151515152,2.5,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Hector L. Minott Sr. Future Doctor Scholarship,Anonymous,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
ESOF Academic Scholarship,ESOF,0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Kahoot Live Scholarship,Bold,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Corrick Family First-Gen Scholarship,Corrick Family,0.045454545454545456,0.0,3,0,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
Social Change Fund United Scholarship,The Social Change Fund United,0.45454545454545453,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,1,0,0,7
Solomon Vann Memorial Scholarship,Juanita Inman-Vann,0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
Scholly No-Essay Scholarship,Bold,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
CampusReel No-Essay Scholarship,Bold,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
AI Innovators Undergraduate Scholarship,CommandBar,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
Youssef University's Muslim Scholarship Fund,Youssef Hasweh,0.045454545454545456,3.0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
Ed and Flora Pellegri Scholarship,Edward Pellegri,0.15151515151515152,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
Robert F. Lawson Fund for Careers that Care,Lance Lawson,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Walking in Authority International Ministry Scholarship,Walking in Authority Internation Ministry,0.019696969696969695,2.5,3,1,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
Andrea Claire Matason Memorial Scholarship,The Matason Family,0.030303030303030304,0.0,3,0,2,0,1,0,3,1,1,0,0,0,0,1,0,0,0,2
Medford Volunteer Ambulance Aspiring Healthcare Hero's Scholarship,Medford Volunteer Ambulance Inc,0.09090909090909091,0.0,3,0,2,0,0,0,3,4,1,0,1,0,0,0,0,0,0,1
Dynamic Edge Women in STEM Scholarship,Dynamic Edge Inc,0.12121212121212122,0.0,3,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
Future of Aviation Scholarship,Thomas Mannion,0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Rita A. Clark Future Educator Award,Lynn Clark,0.016666666666666666,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Mattie's Way Memorial Scholarship,Wilmoth Family,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
HRCap Next-Gen Leadership Scholarship,HRCap Inc,0.15151515151515152,0.0,3,0,2,0,0,0,3,5,1,0,0,0,0,0,1,0,0,7
JDT Ventures Scholarship Fund,We Clean and Azcany Brand,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Edward Feliciano Mentoring Nurse Anesthesia Scholarship,Gibson CRNA A Nursing Anesthesia Corporation,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
Net Impact Berkeley Social Impact Scholarship,Net Impact Berkeley,0.09090909090909091,0.0,3,0,2,1,0,1,3,2,1,0,1,0,0,0,0,0,0,1
Andrew Perez Mental Illness/Suicidal Awareness Education Scholarship,Jesus Perez,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Jake Thomas Williams Memorial Scholarship,Williams Family,0.08333333333333333,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Jailyn Tamia Scholarship,JAILYNTAMIA Headquarters,0.06060606060606061,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
Kyle Rairdan Memorial Aviation Scholarship,Rairdan,0.12121212121212122,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
DK Memorial Sports Broadcasting Scholarship,Friends of DK,0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
Martha Galvez Memorial Scholarship,Cassie Galvez,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
Awarded,Tyra-Ochoa Family,0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Sammy Ochoa Memorial Scholarship,Tyra-Ochoa Family,0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Ohio Soccer Moms and Dads Scholarship,Soccer Moms and Dads LLC,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Advantech Intelligent Planet Scholarship,Advantech,0.30303030303030304,0.0,3,0,2,0,0,0,3,3,1,0,1,0,0,0,0,0,0,1
Donovan Ghimenti Legacy Scholarship,Ghimenti Family,0.15151515151515152,0.0,3,0,2,0,0,0,3,4,1,0,0,0,1,0,0,0,0,4
Short Squees Wall Street Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Alan Perlow Scholarship,Perlow,0.024424242424242425,0.0,2,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
G.A. Johnston Memorial Scholarship,Johnston Family,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Cleadieais and Dianna Memorial Scholarship,Eric Alston,0.019696969696969695,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Delories Thompson Scholarship,Marcus Thomas,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Stephen LeCornu Routh Memorial Scholarship,Anonymous,0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Maverick Grill and Saloon Scholarship,Maverick Grill and Saloon,0.09090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
Kiaan Patel Scholarship,Neel Patel,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Tom LoCasale Developing Character Through Golf Scholarship,LoCasale Family and Friend,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Aunty Geri Kuhia Tribute Scholarship,Sandwich Islands Network Inc,0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,2
Non-Obvious Insight Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Big Picture Scholarship,Cynthia Ho,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Strength in Neurodiversity Scholarship,Alyssa Douglass,0.03333333333333333,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Johnnie M. Parris Public Service Scholarship,Johnnie M. Parris Foundation,0.030303030303030304,2.5,3,1,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Cheddar News Need2Know Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Adrin Ohaekwe Memorial Scholarship,Naomi Davide,0.030303030303030304,0.0,3,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
North Star Dreamers Memorial Scholarship,Spring Piatek,0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Jerome D. Carr Memorial Scholarship for Overcoming Adversity,Matthew Brick,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Ubuntu Scholarship,Melissa Sandoval,0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Carolyn Hawkins Memorial Scholarship,Joye Ashby Sherri Leimer Jennifer Fields and Mary Martin,0.01818181818181818,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Seherzada Scholarship,Ajdin Masic,0.03333333333333333,0.0,3,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,1,5
James Allen Crosby & William Edward Huff Scholarship,Misty Thomas,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Della Fleetwood-Sherrod Humanitarian Scholarship,Fleetwood-Sherrod Family,0.09242424242424242,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Evan T. Wissing Choose a Better Life Scholarship,Katy Uhl,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
James Michael Morris Family Scholarship,The Educational Foundation in Ophthalmic Optics Inc,0.6060606060606061,0.0,3,0,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,5
David Foster Memorial Scholarship,Foster,0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Dr. Magidson Memorial Theater Scholarship,Magidson Family,0.15151515151515152,0.0,3,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,1,5
Francis E. Moore Prime Time Ministries Scholarship,Family of Francis E. Moore,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
Aircraft Mechanics for Aircraft Mechanics Scholarship,Colton Parker,0.06060606060606061,0.0,3,0,2,1,0,0,3,1,1,0,0,0,0,0,0,0,1,5
Most Improved Student Scholarship,Fernando Garcia,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Patriots Path Scholarship,Navy Yacht Club Long Beach,0.15151515151515152,3.0,3,1,2,0,0,0,3,4,1,0,0,0,0,1,0,0,0,2
Beatrice Diaz Memorial Scholarship,Lisa Truppa,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
Sylvester Taylor Invictus Hospitality Scholarship,Think Outside The World LLC,0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
Anti-Racism Daily Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
I Matter Scholarship,The O'Neal Family,0.06363636363636363,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Jack Fluxare Hytner Memorial Scholarship,Steven Hullander,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Ray W Bausick Green Industry Memorial Scholarship,Kevin Koss,0.45454545454545453,2.7,3,1,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,2
Margaret E. Lucas Full-Blooded Wolfpack Memorial Scholarship,Anonymous,0.4090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
Emma Jane Hastie Scholarship,Zenobia Hastie,0.030303030303030304,0.0,3,0,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,6
Tammy Needham Memorial Scholarship,Follum Hydrologic Solutions LLC,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Cazares Family Trade Scholarship,Cazares,0.045454545454545456,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Coffee and Crypto Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Joseph C. Lowe Memorial Scholarship,Lowe Family,0.07575757575757576,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
Coleman for Patriots Scholarship,Nolan Coleman,0.015151515151515152,3.0,3,1,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
Valiyah Young Scholarship,Valiyah Young,0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Evan James Vaillancourt Memorial Scholarship,Vaillancourt,0.03636363636363636,3.0,3,1,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1
Female Musician Scholarship,Anonymous Donor,0.6060606060606061,3.0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Textbooks and Tatami Martial Arts Scholarship,Ben Bullock,0.030303030303030304,3.0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Betsy V Brown Veterinary Scholarship,Viersen-Brown Family,0.22727272727272727,0.0,3,0,2,0,0,0,3,4,1,0,0,0,0,0,0,1,0,0
Mo Lottie Simons BELIEVE Scholarship,Wider,0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Ward AEC Scholarship,Anonymous Donor,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Ginny Biada Memorial Scholarship,The Biada Family,0.045454545454545456,0.0,3,0,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,6
Philippe Forton Scholarship,The Forton and Hart Families,0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Spencer Otteson Memorial Scholarship,Jerad Otteson,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Paige's Promise Scholarship,Paige's Promise,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Martha Mitchell Truth Scholarship,Martha Mitchell House and Foundation Inc,0.06212121212121212,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,1,0,0,7
GD Sandeford Memorial Scholarship,Sandeford Family,0.09090909090909091,2.75,3,1,2,0,1,1,3,2,1,0,0,1,0,0,0,0,0,6
Julia Elizabeth Legacy Scholarship,Cedric Scott Jr,0.03227272727272727,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Richard Dunk Matthews II Scholarship,Richard Dunk Matthews II Welding Scholarship,0.045454545454545456,0.0,3,0,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1
Mark Suren Melkonian Memorial Scholarship,Bryce Hovannisian,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
JADED Recovery Scholarship,Damon and Julia Click,0.21212121212121213,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
Norma's Nursing Education Scholarship,Lee Lowicki,0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
28 Days of Black History Scholarship,Bold,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
PSIVision Youths Pursuing Behavioral Studies Scholarship,Sarah Michel,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Marilyn J. Palmer Memorial,Palmer,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
J.R. McMasters Memorial Scholarship,Breanna McMasters,0.06060606060606061,3.4,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Pamela Branchini Memorial Scholarship,Dan Branchini Bruce Ewing Barbara Bell and the Glitter Team,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
Jessie Koci Future Entrepreneurs Scholarship,Koci Family,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Russell Koci Skilled Trade Scholarship,Koci Family,0.03257575757575758,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
In My Mother's Name Scholarship,Intention Enterprises LLC,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
Sean Flynn Memorial Scholarship,Sean Flynn Foundation,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Glenda W. Brennan Good Works Memorial Scholarship,Daniel Brennan,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
Rev Herman A. Martin Memorial Scholarship,Chauncey Jones,0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Kynnedy Simone I Am The Dream Scholarship,Kynnedy Smith,0.015151515151515152,2.5,3,1,2,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1
Nicholas Hamlin Tennis Memorial Scholarship,Nicholas Hamlin,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Alcide Thomas Jr. Scholarship,Thomas Family,0.04,2.0,3,1,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Law Family Single Parent Scholarship,Law,0.30303030303030304,0.0,3,0,2,0,0,0,6,1,1,0,0,0,0,0,0,0,1,5
PAC: Diversity Matters Scholarship,Physician Assistants of Color Inc,0.15151515151515152,0.0,3,0,2,0,0,0,3,4,1,0,0,0,0,0,1,0,0,7
iMatter Ministry Memorial Scholarship,Davis Realty LLC,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Ken Burnett Scholarship,Burnett,0.06060606060606061,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Mark Caldwell Memorial STEM/STEAM Scholarship,Rick Caldwell,0.030303030303030304,3.0,3,1,2,0,0,1,3,0,1,1,0,0,0,0,0,0,0,3
Tim Gjoraas Science and Education Scholarship,Gjoraas,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Miguel Mendez Social Justice Scholarship,Nancy Roberts,0.015151515151515152,3.0,3,1,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
MedLuxe Reoresentation Matters Scholarship,MEDLUXE LLC,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
Kerry Kennedy Life is Good Scholarship,Amy Wise,0.030303030303030304,0.0,3,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Go Blue Crew Scholarship,Brian Thelen,0.015151515151515152,3.5,1,1,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
Stephen R. Boardman Memorial Scholarship,Anonymous Donor,0.07575757575757576,0.0,3,0,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
Promising Pathways - Hearing Impairment Scholarship,Seamone Family,0.06060606060606061,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
Promising Pathways - Single Parent Scholarship,Seamone Family,0.06060606060606061,0.0,3,0,2,0,0,0,6,0,1,0,0,1,0,0,0,0,0,6
Saswati Gupta Cancer Research Scholarship,Sreya Sanyal,0.06060606060606061,0.0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
Patrick Stanley Memorial Scholarship,The Stanley Family,0.045454545454545456,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
523 Sean Felkins Scholarship,Boltz Foundation,0.15151515151515152,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Gary G Goldstein Scholarship,Goldstein,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Jose Montanez Memorial Scholarship,The Berndt Family,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
PJC Memorial Scholarship,Cavanaugh Family,0.019696969696969695,3.0,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
DeAmontay's Darkness Deliverance Scholarship,Calvin Oberlin,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
CHS Scholarship,Chattahoochee High School Alumni,0.05454545454545454,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
Bros for Good Scholarship,Bros for good,0.015151515151515152,0.0,3,0,2,0,1,0,3,0,1,1,0,0,0,0,0,0,0,3
Verve Arts Scholarship,Verve Educational Consulting,0.03696969696969697,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
GrowingWithGabby National Scholarship Month TikTok Scholarship,Gabriella Carter,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
Hispanic Climb to Success Scholarship,Tirado Family,0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Skin Grip Diabetes Scholarship,Skin Grip,0.8363636363636363,0.0,3,0,2,0,0,0,3,8,1,0,0,0,0,0,0,0,1,5
Hearts on Sleeves Minds in College Scholarship,Payal Mehta,0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
Julia Baucom Children of Families with Parkinson's Disease Scholarship,Julia BAUCOM,0.15151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Larry Darnell Green Scholarship,Gloria Green,0.022727272727272728,0.0,3,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2
Loxy Burckhard Love is Kind Memorial Scholarship,Webb Family,0.15151515151515152,0.0,3,0,2,0,0,0,3,4,1,0,1,0,0,0,0,0,0,1
Keri Sohlman Memorial Scholarship,Matthew Mingle,0.045454545454545456,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
Electronic Shark Scholarship,Shark Shark,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
James Lynn Baker II BeACoffeeBean Scholarship,The Good Samaritan at the Baker Estate,0.30303030303030304,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
Scholar Dudes in Computer Science Scholarship,Golden Diploma LLC,0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
Captain Clay Layne Memorial COLE Scholarship,Ella & Mellissa Collins,0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
Chronic Boss Scholarship,Chronic Boss Collective,0.30303030303030304,0.0,3,0,1,0,0,0,3,6,1,0,0,0,0,0,0,0,1,5
Special Delivery of Dreams Scholarship,Rocky Mountain Philatelic Library,0.15151515151515152,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
Rick Levin Memorial Scholarship,The Friends and Family of Rick Levin,0.13636363636363635,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
Accounting for Change Scholarship,Brady Nikolas,0.06060606060606061,3.0,3,1,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
West Pullman Scholarship,Friends & Family,0.12121212121212122,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
Pro-Life Advocates Scholarship,Avila,0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
Bright Lights Scholarship,Bria Alexander,0.030303030303030304,0.0,3,0,2,1,0,1,3,1,1,0,0,0,1,0,0,0,0,4
American Dream Scholarship,Charleen Cabay,0.030303030303030304,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
Nasser Seconi Scholarship Fund,Darrick Seconi,0.09090909090909091,3.0,3,1,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1
