funds_in_rupiah,gpa,religion,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,total_awardee,essay,SMP-SMA,SMA,Sarjana,SMP-SMA-Sarjana,SMA-Sarjana,Sarjana-Fresh Graduate,Fresh Graduate,SMP-SMA-Sarjana-Fresh Graduate,education_level
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.45454545454545453,2.7,3,1,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,2
0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,2.5,3,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.08333333333333333,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.06060606060606061,0.0,3,0,2,0,0,0,6,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,1,0,3,0,1,1,0,0,0,0,0,0,0,3
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.6060606060606061,0.0,3,0,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.03333333333333333,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.06060606060606061,3.5,3,1,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.06060606060606061,2.5,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,2.8,3,1,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,6
0.03484848484848485,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
0.10606060606060606,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.045454545454545456,0.0,3,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,3
0.06060606060606061,0.0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,1,0,0,0,0,4
0.30303030303030304,0.0,3,0,2,0,0,0,3,3,1,0,1,0,0,0,0,0,0,1
0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.15151515151515152,0.0,3,0,2,0,0,0,3,4,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06027272727272727,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.06060606060606061,3.6,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.09090909090909091,3.0,3,1,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1
0.1556060606060606,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,2.8,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.15151515151515152,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.02878787878787879,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.30303030303030304,0.0,3,0,2,0,0,0,6,1,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,1,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.06363636363636363,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.06363636363636363,0.0,3,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.15151515151515152,0.0,3,0,2,0,1,0,3,1,1,0,1,0,0,0,0,0,0,1
0.10515151515151515,3.0,3,1,2,0,0,1,3,2,1,0,0,0,0,1,0,0,0,2
0.03442424242424243,0.0,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,5
0.03787878787878788,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06060606060606061,0.0,3,0,2,0,0,1,3,1,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.45454545454545453,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.045454545454545456,0.0,3,0,1,0,0,1,3,2,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,1,0,1,3,1,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.07575757575757576,2.7,3,1,1,0,0,0,3,4,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.30303030303030304,0.0,3,0,1,0,0,0,3,6,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.6060606060606061,2.7,3,1,2,0,0,0,3,3,1,0,0,0,0,1,0,0,0,2
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.04,2.0,3,1,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.06060606060606061,0.0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.045454545454545456,0.0,3,0,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,6
0.045454545454545456,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,1,0,0,7
0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,3.5,3,1,2,0,0,1,3,0,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,3.0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,3.0,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.06060606060606061,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06060606060606061,2.8,3,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.09090909090909091,0.0,2,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.18181818181818182,0.0,3,0,2,0,0,0,3,2,1,0,0,1,0,0,0,0,0,6
0.15151515151515152,0.0,3,0,2,0,0,0,3,5,1,0,0,0,0,0,1,0,0,7
0.15151515151515152,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
0.019696969696969695,2.5,3,1,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,3.0,3,1,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.8363636363636363,0.0,3,0,2,0,0,0,3,8,1,0,0,0,0,0,0,0,1,5
0.30303030303030304,3.0,3,1,2,0,0,0,3,4,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.05651515151515152,0.0,3,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.07575757575757576,0.0,3,0,2,0,0,1,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.09090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.07575757575757576,0.0,3,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.07575757575757576,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,1,0,3,1,1,0,0,0,0,1,0,0,0,2
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.030303030303030304,2.8,3,1,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.15151515151515152,0.0,3,0,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,5
0.09090909090909091,0.0,3,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0,4
0.15151515151515152,0.0,3,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,2
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2
0.15151515151515152,3.0,3,1,2,0,0,0,3,4,1,1,0,0,0,0,0,0,0,3
0.015151515151515152,0.0,3,0,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,4
0.045454545454545456,3.0,3,1,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,6
0.019696969696969695,3.0,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.15151515151515152,3.0,3,1,2,0,0,0,3,4,1,0,0,0,0,1,0,0,0,2
0.045454545454545456,0.0,3,0,2,0,0,0,3,2,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.06060606060606061,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.15151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.45454545454545453,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5
0.3696969696969697,0.0,3,0,2,0,0,0,3,2,1,0,0,0,0,0,1,0,0,7
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.030303030303030304,0.0,3,0,2,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,7
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3
0.015151515151515152,0.0,3,0,2,0,0,1,3,0,1,1,0,0,0,0,0,0,0,3
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,6
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.017424242424242425,0.0,3,0,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,6
0.696969696969697,0.0,3,0,2,0,0,1,3,3,1,0,0,0,0,0,1,0,0,7
0.13196969696969696,3.0,3,1,2,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1
0.030303030303030304,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,2
1.0,3.0,3,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,1,5
0.030303030303030304,0.0,3,0,2,0,0,1,3,0,1,0,0,0,1,0,0,0,0,4
0.045454545454545456,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.015151515151515152,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
0.09090909090909091,3.0,3,1,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,6
0.1,0.0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5
